"","hours","UPS1","UPS2","RPDU1","RPDU2","RPDU3","RPDU4","RPDU5","RPDU6"
"21",1.75,6.34226851568399,6.00393058313422,2.60448245988258,2.25078542037974,1.96358099078529,2.02750819157774,1.75440720831385,1.74543482787901
"22",1.83333333333333,6.3691892030721,6.00700976815317,2.58600819650829,2.20659616983118,2.00127507454666,1.9804489929344,1.82290183929288,1.77896869811187
"23",1.91666666666667,6.33571116159867,6.01401839123944,2.5710833062671,2.20748245824464,2.0898949074094,1.97344781614694,1.82278596452688,1.68503510024314
"24",2,6.39005170929424,5.89852989445837,2.52707805832229,2.22724081707041,2.09330460693967,1.96114731979601,1.81940701638438,1.66040378523984
"25",2.08333333333333,6.31077963295647,5.95383342495031,2.52320640369258,2.21527048384857,2.10064333673742,1.96613525683984,1.79949401400567,1.6598635627827
"26",2.16666666666667,6.36621464004313,5.79742823637034,2.46139933884685,2.18366392667205,2.08977519186366,1.90396623591513,1.79065493490232,1.73418324821346
"27",2.25,6.18856385675865,5.89107472154868,2.4381396045167,2.15290968208481,2.12752625228309,1.89202674027828,1.74979069313204,1.71924560601242
"28",2.33333333333333,6.23094250394282,5.80405655676281,2.43869464156592,2.15393118547138,2.09657658802307,1.85910390907394,1.7664394753552,1.72025326121613
"29",2.41666666666667,6.30365697676826,5.80757850932316,2.42638420139531,2.1770573518566,2.15427849847098,1.91521428461945,1.72666000652681,1.71164114322227
"30",2.5,6.40952923512792,5.64729976925423,2.44394976832992,2.22266812706883,2.09061129744164,1.93009299334329,1.67357659036963,1.69593022782885
"31",2.58333333333333,6.34152228373834,5.69469824122335,2.44199979486754,2.17264470940658,2.11098248341528,1.98207572588819,1.67966042104119,1.6488573903429
"32",2.66666666666667,6.43037551981902,5.63021477808941,2.41865513792377,2.14874177746037,2.13808437642518,2.01027562223509,1.68826672070389,1.65656666316013
"33",2.75,6.40913828633296,5.6206507070613,2.40140210364013,2.078009632554,2.15871570603455,2.06740155228628,1.70697397142056,1.61728602745875
"34",2.83333333333333,6.34013046983879,5.61735415995825,2.35254800175596,2.09955640135401,2.12236229228125,2.03625413970934,1.77336145289478,1.5734023418017
"35",2.91666666666667,6.32322121264366,5.53748834546965,2.28991697641639,2.14289005373543,2.08721956030727,1.98797676341361,1.7917791230159,1.5609270812247
"36",3,6.33130462078643,5.62564393679913,2.3093445391061,2.16363999306688,2.06714282303309,1.97278743625229,1.85910944644665,1.58492431968055
"37",3.08333333333333,6.39412068259407,5.69286596231594,2.33692976513565,2.22081781030618,2.10592515285408,1.98303333112208,1.83943063086566,1.60084995462636
"38",3.16666666666667,6.36971116550883,5.78470975143166,2.41926448684521,2.24678319861844,2.04464647357449,1.946470151626,1.90135223346944,1.59590437280691
"39",3.25,6.35160665038481,5.90151909500094,2.45328736890593,2.22391072179609,2.04771565963104,1.97167994251905,1.89910269019698,1.65742936233664
"40",3.33333333333333,6.33128948154219,6.04735447998889,2.47522961443717,2.2836696539805,2.06620829598479,1.94873452941888,1.89056231774156,1.71423954996817
"41",3.41666666666667,6.59635778997626,5.91416323201112,2.48525199200126,2.29781881345613,2.13605650285657,1.96826320438603,1.87329247434221,1.74983803494518
"42",3.5,6.56143614484477,5.90268338696161,2.48572712394453,2.31586851984439,2.1151435188044,1.95548894594465,1.84111872806759,1.75077269520083
"43",3.58333333333333,6.49452397499994,5.99700807241495,2.4769505951704,2.27286490297358,2.14584741992334,2.00444016685668,1.81186050971592,1.77956845277498
"44",3.66666666666667,6.52737771979543,5.93402622559512,2.49037378272384,2.26072884918852,2.10596206782847,1.97114713923824,1.82536445779134,1.80782764862014
"45",3.75,6.27995928763547,6.1236658436486,2.49883954059935,2.21138528951366,2.06098652156159,1.96870800384445,1.78719696589791,1.87650880986712
"46",3.83333333333333,6.39996502780786,5.9920171757223,2.47862719799972,2.21238110744813,2.06891252261284,1.94814325643086,1.81111229137668,1.87280582766193
"47",3.91666666666667,6.44772372554025,6.03218204581292,2.53885171122801,2.27006293864667,2.07048687943449,1.96348511570164,1.76289943747605,1.87411968886631
"48",4,6.32354531106025,6.05772490423504,2.50369182868696,2.24998204332861,2.05371864451189,1.99831210210227,1.76631628815237,1.8092493085132
"49",4.08333333333333,6.41066552739398,6.02434686082283,2.51341708283322,2.25255955064915,2.06508211850602,2.02048438686957,1.78756063935153,1.79590861000731
"50",4.16666666666667,6.35022568520682,6.11112195128665,2.54773398328201,2.28327446204908,2.06935912167329,1.99496094734026,1.72727222671331,1.83874689543551
"51",4.25,6.48610223627024,5.94410212732831,2.54745460662978,2.21722516879528,2.07323159870431,2.03105907993869,1.7290767950409,1.83215711448958
"52",4.33333333333333,6.3946606462654,6.08885595595104,2.56370227354933,2.16640639803834,2.13416559086577,2.04559069752957,1.73774397605015,1.83590766618328
"53",4.41666666666667,6.4014003914495,5.93219918461983,2.48477915971898,2.13812441579998,2.14708180963662,2.04401358156731,1.74342709001567,1.77617351933079
"54",4.5,6.33467095991033,5.89330148523514,2.46003395761791,2.16119661385906,2.1346064570464,2.00914347063296,1.73382564739455,1.7291662985946
"55",4.58333333333333,6.49631190939444,5.92690024475591,2.45149386479264,2.17325584978748,2.20147281853758,2.03722569191239,1.82766654878888,1.73209738033138
"56",4.66666666666667,6.53858859997315,5.96806433637138,2.43028146275309,2.23018255830909,2.27355549552138,1.97632533771231,1.8605345213237,1.73577356072496
"57",4.75,6.44263241472978,5.86949057045266,2.42430338684309,2.18339782647332,2.19066919441647,1.90378453954591,1.90199784824087,1.70797018966278
"58",4.83333333333333,6.31300711403468,6.05772402980144,2.42481564839156,2.17271276632326,2.21540240603734,1.89604612892123,1.95607381567862,1.70568037848411
"59",4.91666666666667,6.2324979398974,6.09477705843931,2.44788874810116,2.09741876233294,2.22517137786494,1.85392304553761,1.9541002487393,1.74877281576076
"60",5,6.27583455958772,6.08834628149911,2.41482354758618,2.17662527730985,2.1982440548602,1.87988193095479,1.88704969254497,1.80755633783085
"61",5.08333333333333,6.34389085273026,6.05070884689316,2.39458311377198,2.22679876389202,2.15520676390402,1.9541918844671,1.87713657372237,1.78668259986593
"62",5.16666666666667,6.43751029368435,6.0023921875612,2.46735858040845,2.20380427384587,2.20197281891073,1.93844683761291,1.87659337105681,1.75172659941077
"63",5.25,6.48028239486576,5.93369287739011,2.43578231801808,2.19843628845774,2.20750916035646,1.93473303494415,1.88756045474278,1.74995401573666
"64",5.33333333333333,6.60987742673978,5.77984935026768,2.44562651293542,2.1982662767613,2.25330498751777,1.97007624551747,1.78600562160703,1.73644713266846
"65",5.41666666666667,6.57243653044024,5.73190017920469,2.43670482789883,2.27436455386702,2.19937431173448,1.91029413362825,1.76450756914805,1.71909131336831
"66",5.5,6.42848315501453,5.8798787878076,2.43658139061658,2.27344494724786,2.20058978621436,1.86049034327408,1.73714415021677,1.80011132525248
"67",5.58333333333333,6.46773026457055,5.91069091739319,2.45723279521662,2.28741580415795,2.14181782265115,1.9448389804902,1.78142914174087,1.76568663770695
"68",5.66666666666667,6.55096801175792,5.86735702321813,2.45690432293632,2.31131057354603,2.13811627014054,1.9301123115849,1.86798525721497,1.7138962995533
"69",5.75,6.52035629019974,5.91589743948108,2.42985936334918,2.33242946399523,2.1423040464178,1.92853465376807,1.92351311747334,1.67961308467721
"70",5.83333333333333,6.54259580275179,5.86040055579721,2.42949810442355,2.2581719032197,2.10532853527467,1.98581034488763,1.94761886103602,1.67656860970744
"71",5.91666666666667,6.44445838326275,5.87887767943596,2.33632231375919,2.2865900600864,2.0626637984844,2.01688817734438,1.931405200418,1.68946651260635
"72",6,6.33238037146333,5.91331473467815,2.34181288700318,2.2464238261081,2.07768139901501,1.94414867053293,1.96717691371361,1.66845140976865
"73",6.08333333333333,6.59363634019504,5.80458621574235,2.2842192233179,2.24552959759312,2.1835919355942,1.99458137476023,2.01540838962496,1.67489203504697
"74",6.16666666666667,6.41270105577417,5.74948560688552,2.2733648602912,2.16981985651329,2.07819767396308,1.97702174483428,1.9411808200232,1.72260170703465
"75",6.25,6.35072701705694,5.78313033173931,2.24229689368667,2.18630383641116,2.07030945371295,1.94908110529212,1.96310052349538,1.72276553619797
"76",6.33333333333333,6.15673235134427,5.83651850072765,2.18632656953852,2.1529697471166,2.07834707607963,1.8899060289856,1.98092007432529,1.70478135602627
"77",6.41666666666667,6.02266179857122,5.83338931956041,2.22672171129911,2.07659398375355,2.07756352607604,1.82532967752334,1.96513217011817,1.68471004936141
"78",6.5,5.98032276086139,5.84459642236266,2.2642367671545,2.02786112230175,2.03935872072316,1.84614921398224,1.92172571605044,1.72558764301196
"79",6.58333333333333,6.01653856586914,5.84008435329573,2.30241374212395,1.99394988355044,1.97530737464758,1.89395602693771,1.95445035929872,1.73654553260646
"80",6.66666666666667,6.0806074246438,5.87951369205388,2.31018679102811,2.04130345327522,2.06724812237817,1.83883287475894,1.93935305886142,1.76319681639581
"81",6.75,6.04115048521217,5.8914946180596,2.32029650677648,2.07443666103442,2.03986789752477,1.79448625124185,1.96113512850988,1.74242265818437
"82",6.83333333333333,6.01988042361099,5.88477308319448,2.31286240481366,2.11905659806574,1.98134047026491,1.84798921461809,1.89244733735539,1.75095748168768
"83",6.91666666666667,6.13192781522581,5.90838979361151,2.31332238824694,2.11113800205723,2.10709663449677,1.87575747458584,1.96434693511769,1.66865617433285
"84",7,6.20244435985815,5.90812514990333,2.3448882702325,2.13220557228224,2.1277137073653,1.90670057254946,1.91716811641495,1.68189327091704
"85",7.08333333333333,6.3565340733448,5.82331012379206,2.32916280306847,2.16024497678501,2.21262191175394,1.88298205856455,1.90989236156979,1.68494008539509
"86",7.16666666666667,6.34054131259422,5.81436092904702,2.31565391808102,2.165860251399,2.22035166621353,1.876820863564,1.87771202417057,1.69850351821313
"87",7.25,6.28479023742158,5.94788444809501,2.35122422609823,2.1305541883003,2.25093123811486,1.83586114928872,1.99107491061437,1.67302897310011
"88",7.33333333333333,6.5024526777258,5.81117616204496,2.34654866873371,2.18710479364233,2.26587720419836,1.87124329084005,1.94166628928933,1.70118859306698
"89",7.41666666666667,6.30757090152375,5.91473548160619,2.32692023156809,2.25928868279298,2.17197153502541,1.86693644291953,1.89722277856773,1.69996671225621
"90",7.5,6.46829071416927,5.82707310504721,2.3543112845235,2.33812376296065,2.17778284488293,1.84780817695405,1.87775181769545,1.6995859321999
"91",7.58333333333333,6.55720134930337,5.74997827626814,2.31771072974428,2.36457118178509,2.18698014720221,1.88958644952608,1.82511508356857,1.72321603374529
"92",7.66666666666667,6.54726082870746,5.82697334442896,2.30734732653239,2.34571860867034,2.19630579182735,1.8793537270531,1.84621607114698,1.79929264790625
"93",7.75,6.53674222615135,5.92329043999434,2.38104760207879,2.3311021064704,2.21465194211437,1.92231425525878,1.83029912108962,1.78061763913373
"94",7.83333333333333,6.54572371147241,5.73370200634104,2.37590027871839,2.31092993642242,2.13370904248984,1.91688835417636,1.79335189959451,1.74864620641192
"95",7.91666666666667,6.42073042329866,5.87912433192792,2.37195706455459,2.2944524811295,2.08235693909717,1.93169678221497,1.83830823216176,1.78108325606859
"96",8,6.39981945377473,5.97252774964789,2.44944337281291,2.28797398238435,2.08944284801317,1.949287772912,1.83414679377977,1.76205243352042
"97",8.08333333333333,6.44376841081323,5.91061879499256,2.46571894071403,2.20624721437105,2.14107975013658,1.98189764946268,1.7475313668095,1.81191228431195
"98",8.16666666666667,6.45602321344464,5.87338252169193,2.47193246090106,2.2110660610024,2.12513579051066,1.96841002447958,1.71260339402739,1.84025800421548
"99",8.25,6.36646610838431,6.04985854853152,2.45469538111695,2.2242566704246,2.08677548178847,2.01101682997388,1.77014387596705,1.86943641764489
"100",8.33333333333333,6.40768157522769,6.05112277928319,2.41917720851622,2.18928697775177,2.12927036446941,2.03038833361212,1.83061384412556,1.86006762603579
"101",8.41666666666667,6.42971986969977,6.09022168759862,2.40728398601181,2.12594276940179,2.18534988548706,2.10345794148027,1.84759705169987,1.85030992321758
"102",8.5,6.4371641469157,6.16033176993229,2.4354348218509,2.1241283739953,2.25760392632961,2.04703610652693,1.90327263434692,1.83002005379832
"103",8.58333333333333,6.31704581977301,6.14457832644409,2.46452056956757,2.01339824285508,2.24005871011889,2.02642782714488,1.89090917619294,1.82630962033775
"104",8.66666666666667,6.39839124563958,6.11651807512491,2.42256576845665,2.10313180191332,2.21275744665916,2.0410965642561,1.89816049048428,1.83719724899499
"105",8.75,6.40790294735675,6.08136428987692,2.40685762068146,2.14509854849128,2.15591556042801,2.02691585798662,1.91126156733315,1.84321808231315
"106",8.83333333333333,6.51942304415268,5.92886226206309,2.37490029793858,2.11700567736348,2.15987881219524,2.06338124079634,1.90239506236795,1.83072421555418
"107",8.91666666666667,6.31567430452102,6.00595416300933,2.42034712532031,2.1309029798928,2.05917902735647,2.04038793132913,1.85225372767368,1.81855767595797
"108",9,6.37296706250446,5.89573259355244,2.45411078444832,2.13627647310729,2.02747308800414,2.02345803241103,1.79635587765794,1.83102540042817
"109",9.08333333333333,6.28229964454522,5.76807599826018,2.41844482883676,2.08206268264513,2.02547237825791,2.01274334156006,1.73025039298033,1.78140201852521
"110",9.16666666666667,6.14899971847063,5.87434334830888,2.40475289151467,2.0641541742316,2.05752203454461,2.00706734805123,1.71980030256524,1.77004631587216
"111",9.25,6.27980014388321,5.76871146764574,2.3400280451643,2.12089297062778,2.03269355853884,2.00982854499429,1.78690172197777,1.75816677022598
"112",9.33333333333333,6.17854549245155,5.76623618126029,2.33622537281983,2.08814336078954,2.00213882640799,1.95933391873326,1.80958312163779,1.74935707332343
"113",9.41666666666667,6.17257389088548,5.63645884193573,2.32053458751437,2.07464540232829,1.96438221523751,1.94631287814367,1.76057785020694,1.74257979939043
"114",9.5,6.13282934033404,5.81435540219851,2.39117570274469,2.0627465675949,2.03141143050837,1.99234161138851,1.7799959963707,1.68951343392538
"115",9.58333333333333,6.33419248827221,5.75304408134277,2.37359438969393,2.12994618618595,2.08580162383797,2.05457214602773,1.72392792629255,1.71939429757685
"116",9.66666666666667,6.29193096169161,5.78418867938891,2.38771612961777,2.13441178988476,2.0666012793194,2.06027019118304,1.67393612545459,1.75318412562095
"117",9.75,6.36503390939563,5.58494952811755,2.33172359208418,2.16786846127207,2.03335920738545,1.99515467929907,1.62983873232359,1.79203876514883
"118",9.83333333333333,6.29713459405217,5.78603601621144,2.35716556583093,2.20655680855381,2.02517883450885,2.05057119054083,1.67582385598783,1.76787435484135
"119",9.91666666666667,6.43764633357159,5.74199564222341,2.37670382043856,2.19588672291725,2.04576629007402,2.08955065615636,1.71320302815874,1.75853145805007
"120",10,6.3674786442487,5.82630035254622,2.4278007122077,2.15671502635068,2.04579398043273,2.07917839375939,1.72179766500776,1.76249321903666
"121",10.0833333333333,6.46437885665225,5.842330008886,2.44242522756585,2.17276333438016,2.04920623174294,2.08625250502239,1.7843362140182,1.7717253528087
"122",10.1666666666667,6.50585260049277,5.88960183782292,2.45933231683446,2.16632291266197,2.09590421131675,2.12030153151143,1.81123244524024,1.74236102075085
"123",10.25,6.59317487102395,5.83694272973096,2.4556030856118,2.23169339718528,2.06925463469825,2.14097883960269,1.7714709006883,1.76111674296859
"124",10.3333333333333,6.60939119942634,5.897974135166,2.43331959947064,2.21298374014954,2.09952653229063,2.17098432989134,1.83634972886607,1.75420140392413
"125",10.4166666666667,6.52634363967064,6.05637142206706,2.49230813226666,2.20441355983646,2.13861688392927,2.10118383065259,1.85899308802165,1.78719956703107
"126",10.5,6.48590897492093,6.06237050421607,2.45711005465805,2.23594350641974,2.20553156382262,2.0398455957016,1.83408613588735,1.77576262264764
"127",10.5833333333333,6.64445527363196,5.91654435315379,2.46816073128793,2.2111347244912,2.26269588510109,2.02339944391078,1.83378570225332,1.76182313974143
"128",10.6666666666667,6.43406222456106,5.96491534545375,2.43858748549924,2.21431212195382,2.20630628757936,1.9856684119157,1.84769956266002,1.70640370040666
"129",10.75,6.60274131840089,5.77926748422278,2.43124883451735,2.23749856259475,2.19487989946802,2.02274022135542,1.78067685432046,1.71496443036766
"130",10.8333333333333,6.64959205933395,5.7411138501093,2.41703715441482,2.22277797698053,2.26684935673087,2.04752256881037,1.77796681951186,1.65855203299479
"131",10.9166666666667,6.59617178394395,5.86967687848939,2.37161954869568,2.17763442068635,2.33628962640477,2.04050549430607,1.83352656711469,1.70627300522577
"132",11,6.49027614874704,6.00449900403886,2.38507277379345,2.1972258087645,2.28376346124361,2.00802905514501,1.8348830538044,1.78580100003493
"133",11.0833333333333,6.53538085747086,5.82974804764211,2.35758699478168,2.19144738372047,2.23271576702224,1.94307659644017,1.80348045395341,1.836821709195
"134",11.1666666666667,6.33952641976791,5.81158481350466,2.3193703261187,2.117508981166,2.22770611721937,1.92526381224873,1.75000468788815,1.81125730863163
"135",11.25,6.23478245578553,5.79078127021558,2.28621836982861,2.14140770089139,2.13382082340799,1.87583512190758,1.76211761806212,1.82616409190342
"136",11.3333333333333,6.29057086489488,5.67193130060617,2.26715038554855,2.1574736136893,2.1095961602642,1.8609249062402,1.74049882416723,1.82685827559156
"137",11.4166666666667,6.26477160088881,5.74598983183928,2.33011567409687,2.10040698580618,2.1465096465886,1.86419778399938,1.75565871069076,1.81387263154631
"138",11.5,6.20362193175204,5.76548026641626,2.3553567298958,2.09459160305668,2.16245571041083,1.87750064729615,1.72255980258588,1.75663770492297
"139",11.5833333333333,6.37940007569517,5.60816259935589,2.36998363503524,2.10321420631204,2.18960403485195,1.90916709293126,1.65667274574109,1.75892096017949
"140",11.6666666666667,6.29404837824299,5.76625209416068,2.41653383050107,2.09590328383584,2.0480918269368,1.96551198904475,1.76756343412477,1.76669610796045
"141",11.75,6.27270449754849,5.89821622989641,2.41533704125442,2.13311353207923,2.09402296929241,1.97957807200119,1.81048635415175,1.73838275866591
"142",11.8333333333333,6.21028958233874,5.77198005190387,2.40028483225999,2.08254082010646,2.04112947009599,1.90104815590382,1.86086367680395,1.69640267907239
"143",11.9166666666667,6.06924645132885,5.86101643245931,2.39096183040589,2.06158773894009,2.0868154065499,1.88009996011817,1.85748647827312,1.65331146950099
"144",12,6.08166790426884,5.94639114511139,2.41383158632847,2.06265726923659,2.04134307917774,1.92294513544891,1.87448435874158,1.71279762044694
"145",12.0833333333333,6.22991150128626,5.73539737002176,2.38146006055979,2.13843255482671,1.98829444314691,1.92383268083953,1.8855133326974,1.64777579923768
"146",12.1666666666667,6.04874036615226,5.77136641001601,2.33806988555942,2.14345604136237,1.92714835079238,1.91248707011352,1.87614696409787,1.62279846424272
"147",12.25,6.09306178165681,5.88211358718221,2.3349091846031,2.11374779238162,1.9871603979047,1.95884869581675,1.92155425542624,1.65895504270661
"148",12.3333333333333,6.22078344107598,5.9170853287952,2.36699115521395,2.18814971750312,2.01423445504014,1.9591047119392,1.97350107805773,1.63588765211704
"149",12.4166666666667,6.26587541701635,5.90880544970951,2.34242126234885,2.18520222048849,2.04031098753876,2.00044873724751,1.9694078037302,1.63688985537206
"150",12.5,6.46538344493437,5.79153164423705,2.33890854451427,2.21348555581244,2.1495715878402,1.98849411446733,1.95749770644811,1.60895758008906
"151",12.5833333333333,6.52509231978976,5.72978950290606,2.36689126135862,2.2614530777206,2.12477603085859,2.01477896244427,1.90621546451853,1.58076702579521
"152",12.6666666666667,6.49026074734571,5.78193522835328,2.36051661921289,2.2764867161244,2.17102132723769,1.99883772815234,1.90415873654893,1.56117484842274
"153",12.75,6.59421979111291,5.7485611944765,2.4047875934619,2.32520441717097,2.11576607535548,2.01854388135573,1.94956550687425,1.52891351137107
"154",12.8333333333333,6.51681461487427,5.80710534715352,2.36139428302247,2.28643890977749,2.12822719751697,2.03342894320154,1.96204241861261,1.5523882098967
"155",12.9166666666667,6.53001929762204,5.64254075458654,2.33558462001812,2.34594791608743,2.03516968904702,2.02572541002959,1.88454304993458,1.54558936709184
"156",13,6.43255615053748,5.77817483034804,2.3334917106251,2.26434009256645,1.99897181843323,2.07455018103384,1.86879288535258,1.67058429287433
"157",13.0833333333333,6.38591656206195,5.84116044291971,2.31840851756714,2.22437470774651,1.97615318552333,2.066256657874,1.91061543943656,1.73126849683412
"158",13.1666666666667,6.38881913805352,5.86003416756224,2.34941634008124,2.20376931563518,2.02131782607904,2.0739504835536,1.91796131969109,1.68243802057561
"159",13.25,6.52223602371454,5.80790275476863,2.39968247266848,2.21760129463961,2.00472455221215,2.10397148564533,1.92032982941775,1.68382914389985
"160",13.3333333333333,6.48983915536339,5.90871868634371,2.4104406106261,2.20213774435559,2.0130109069889,2.11002455127494,1.97361882568064,1.68932520278094
"161",13.4166666666667,6.44742641924279,5.96355854402349,2.45586247793828,2.22995956340314,2.01646862822151,2.08861475930872,1.97130199885796,1.64877753553666
"162",13.5,6.47125432411041,5.84377951533314,2.45512754185992,2.24855672212872,2.04508903748799,2.02354701976057,1.87788676446717,1.66482675373917
"163",13.5833333333333,6.42427524871453,5.90267391257795,2.48542781233625,2.27551921050501,2.03433810698705,2.06422250342474,1.84298567616308,1.62445585187636
"164",13.6666666666667,6.3835766015347,5.87996806276158,2.4745299676948,2.33153138901929,1.98404971713394,1.97756459203985,1.85355599782877,1.64231300057963
"165",13.75,6.30766023396556,5.92510435304274,2.46906250526358,2.2670729072595,1.98518343306701,2.00263298695226,1.84654675269914,1.66226600176681
"166",13.8333333333333,6.36197287551306,6.00777600262886,2.47040406717923,2.30368413579152,2.09127557453665,1.95545743929002,1.88912309843578,1.65980456290872
"167",13.9166666666667,6.46045823169668,6.02930325066057,2.40179534832119,2.28782859074911,2.18284049640641,1.95730704682416,1.91617811947435,1.74381188058203
"168",14,6.50392439441084,6.03702721204345,2.42360051183844,2.25231933035044,2.21191723635983,1.9583740014637,1.92098300992719,1.7737575165147
"169",14.0833333333333,6.38950958321082,6.12232809120532,2.47528662070204,2.1818862923233,2.22359131973686,1.89444156864436,1.96125766159328,1.77537421141628
"170",14.1666666666667,6.38461174803625,6.16785356281067,2.48039798967877,2.15515676035482,2.22425601019129,1.88001069428696,1.97324184362168,1.8394020127134
"171",14.25,6.23957220433892,6.16703293306637,2.47858419641333,2.1528103029728,2.19309735408503,1.8429702130535,1.92820311327969,1.81093995760094
"172",14.3333333333333,6.31690963520073,5.97998395786145,2.41501248105173,2.08588059933431,2.29535044751938,1.81749694452574,1.88260124001997,1.80055188061105
"173",14.4166666666667,6.29996663454403,6.0623203517434,2.45142775295287,2.08806957119896,2.28673670956738,1.82784286654344,1.88410053173811,1.82410955428667
"174",14.5,6.19533412249647,6.15337747682276,2.44515624680303,2.12441417896125,2.23391119619806,1.82685229193396,1.91650106203457,1.80187662338835
"175",14.5833333333333,6.19645495072491,6.07526498986568,2.41011591658115,2.08569689779971,2.18454793553121,1.87241220689182,1.90620252187735,1.81274446190937
"176",14.6666666666667,6.25279587898539,5.86529361115319,2.39785178485914,2.10193571310087,2.13034751337358,1.84609976119564,1.87381491761021,1.76803979999914
"177",14.75,6.22826147848571,5.90056484193528,2.40144016870122,2.06361422891702,2.16025367315035,1.8313043662415,1.85507961036132,1.81713427304958
"178",14.8333333333333,6.19046294699318,5.93374709355622,2.38086746445506,2.08021104052969,2.16173229610249,1.84961738025657,1.84718737161519,1.8045944875904
"179",14.9166666666667,6.2245163812491,5.86123719415882,2.43512234643814,2.13254066172619,2.14413071448557,1.79339131072917,1.78355260024333,1.79701594178553
"180",15,6.07892218344511,6.10882937723791,2.49354131954971,2.05817111575617,2.19894260732173,1.80757185720217,1.77147909655349,1.85804556429975
"181",15.0833333333333,6.28056607683616,6.03909008500582,2.47902755057412,2.16846817128771,2.21173476736595,1.81733171986829,1.78754994748085,1.85554400526506
"182",15.1666666666667,6.30375257053117,6.02063287967585,2.43405766609395,2.13048978852032,2.24394377798624,1.79897391918045,1.81974604823594,1.89717425019012
"183",15.25,6.3112067662589,6.0607445479673,2.43305875184068,2.17959215377985,2.16155664664851,1.79794787523953,1.89071154611946,1.90908434059817
"184",15.3333333333333,6.23042039518069,6.18862264157378,2.4167360963221,2.2687671131355,2.17796253523094,1.75516752794968,1.94496928317299,1.85544048094327
"185",15.4166666666667,6.31683295127813,5.97394718302238,2.36584634102868,2.22960496690517,2.15959749638735,1.7496592596338,1.92011149312139,1.86596057722413
"186",15.5,6.27545999241843,5.96623369677695,2.38394623000476,2.20496089261294,2.15525759738134,1.75955163344127,1.91242747067446,1.8255498650806
"187",15.5833333333333,6.24212758027931,5.99619594846409,2.35056355572595,2.24982473896776,2.12466628590922,1.76558476250318,1.92113153200641,1.82655265363088
"188",15.6666666666667,6.28448412744071,5.87367667368579,2.37615072410783,2.21754708058027,2.13616797644042,1.76078369500634,1.84571539327164,1.82179593171999
"189",15.75,6.13812037747758,5.86576866122064,2.35985123496844,2.18298165574086,2.12060095041375,1.70223671186456,1.858197901105,1.78002058460561
